"İşletme";"Doğrulama";"Ürün";"Menşe";"Gramaj (g)";"Fiyat (TL)";"TL/kg";"Stok";"Kaynak bağlantısı";"Kontrol tarihi"
"Coffeemamma";"Doğrulandı";"Espresso Comandante Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"455";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/espressolar/espresso-comandante-blend/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Espresso Honduras Single Origin";"Honduras";"Erişilemedi";"470";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/espressolar/espresso-honduras-single-origin/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Espresso Napolitan Blend";"Brezilya";"Erişilemedi";"425";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/espressolar/espresso-napolitan/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Espresso New York Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"435";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/espressolar/espresso-new-york-blend/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Espresso Nicaragua SHG EP";"Nikaragua";"Erişilemedi";"425";"Erişilemedi";"Stokta yok";"https://coffeemamma.com.tr/urunler/kahveler/espressolar/espresso-nicaragua-shg-ep/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Ethiopia Sidama Mitima Shantawene Gr1 Natural";"Etiyopya";"250";"510";"2040";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/microlot-filtre-kahveler/ethiopia-sidama-mitima-shantawene-gr1-natural/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Ethiopia Yirgacheffe Aricha GR.I 250g";"Etiyopya";"250";"510";"2040";"Stokta yok";"https://coffeemamma.com.tr/urunler/kahveler/microlot-filtre-kahveler/ethiopia-yirgacheffe-aricha-gr-i/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Guatemala Nuevo Oriente Natural 250g";"Guatemala";"250";"550";"2200";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/microlot-filtre-kahveler/guatemala-nuova-oriente-natural/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Hassas Kahve Terazisi";"Menşe belirtilmemiş";"Erişilemedi";"1000";"Erişilemedi";"Stokta yok";"https://coffeemamma.com.tr/urunler/tartilar/hassas-kahve-terazisi/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Heft Ethiopia Yirgacheffe Türk kahvesi 100g";"Etiyopya";"100";"110";"1100";"Stokta yok";"https://coffeemamma.com.tr/urunler/kahveler/turk-kahveleri/heft-ethiopia-yirgacheffe-turk-kahvesi-100g/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"House Blend Filtre Kahve";"Harman – menşe belirtilmemiş";"Erişilemedi";"440";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/filtre-kahveler/house-blend-filtre-kahve/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Kahvem Geleneksel Türk Kahvesi 100g";"Brezilya";"100";"451";"4510";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/turk-kahveleri/kahvem-geleneksel-turk-kahvesi-100g/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Peru Finca Rosenheim 250g.";"Peru";"250";"440";"1760";"Stokta yok";"https://coffeemamma.com.tr/urunler/kahveler/filtre-kahveler/peru-finca-rosenheim-250g/";"2026-08-11"
"CoffeeNutz";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Brazil Alfenas Dulce Türk Kahvesi";"Brezilya";"Erişilemedi";"500";"Erişilemedi";"Stokta";"https://coffeerem.com/product/brazil-alfenas-dulce-turk-kahvesi/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Brazil DCM Natural Process Decaf";"Brezilya";"Erişilemedi";"650";"Erişilemedi";"Stokta";"https://coffeerem.com/product/brazil-dcm-natural-process-decaf/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Brazil High Mogiana Türk Kahvesi";"Brezilya";"Erişilemedi";"500";"Erişilemedi";"Stokta";"https://coffeerem.com/product/brazil-high-mogiana-turk-kahvesi/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Coffeerem Black Box";"Etiyopya | Kolombiya";"70";"1200";"17142.86";"Stokta yok";"https://coffeerem.com/product/coffeerem-black-box/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Coffeerem Santa Monica Serisi";"Kolombiya";"100";"2000";"20000";"Stokta";"https://coffeerem.com/product/coffeerem-santa-monica-serisi/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Coffeerem Yeni Yıl Özel Kutusu";"Kolombiya";"100";"1800";"18000";"Stokta yok";"https://coffeerem.com/product/coffeerem-yeni-yil-ozel-kutusu/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Boledu Natural Anaerobic";"Menşe belirtilmemiş";"Erişilemedi";"850";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-boledu-natural-anaerobic/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew El Indio";"Menşe belirtilmemiş";"Erişilemedi";"750";"Erişilemedi";"Stokta yok";"https://coffeerem.com/product/cold-brew-el-indio/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Elkin Guzman Strawberry";"Kolombiya";"Erişilemedi";"1100";"Erişilemedi";"Stokta yok";"https://coffeerem.com/product/cold-brew-elkin-guzman-strawberry/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Finca Milan Washed Nitro";"Kolombiya";"Erişilemedi";"1100";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-finca-milan-washed-nitro/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Gisanga";"Ruanda";"Erişilemedi";"750";"Erişilemedi";"Stokta yok";"https://coffeerem.com/product/cold-brew-gisanga/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Maracay";"Kolombiya";"Erişilemedi";"900";"Erişilemedi";"Stokta yok";"https://coffeerem.com/product/cold-brew-yaye/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew No: 1";"Menşe belirtilmemiş";"Erişilemedi";"700";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-no-1/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew No: 2";"Etiyopya";"Erişilemedi";"650";"Erişilemedi";"Stokta yok";"https://coffeerem.com/product/cold-brew-no-2/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew No: 2";"Kolombiya";"Erişilemedi";"800";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-01-1-litre/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Rugali Natural Anaerobic";"Hindistan";"Erişilemedi";"900";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-rugali-natural-anaerobic/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Santa Monica Coco Peach";"Hindistan";"Erişilemedi";"1100";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-santa-monica-coco-peach/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Santa Monica Passion Fruit";"Menşe belirtilmemiş";"Erişilemedi";"1100";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-santa-monica-passion-fruit-2/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Santa Monica Passion Fruit";"Menşe belirtilmemiş";"Erişilemedi";"1200";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-santa-monica-passion-fruit/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Shyria Natural Anaerobic";"Menşe belirtilmemiş";"Erişilemedi";"900";"Erişilemedi";"Stokta";"https://coffeerem.com/product/cold-brew-shyria-natural-anaerobic/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Cold Brew Sugarcane Decaf";"Kolombiya";"Erişilemedi";"700";"Erişilemedi";"Stokta yok";"https://coffeerem.com/product/cold-brew-sugarcane-decaf/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Dark Ceremony Espresso Filtre";"Harman – menşe belirtilmemiş";"60000";"500";"8.33";"Stokta";"https://coffeerem.com/product/dark-ceremony-espressofiltre/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"ESPRESSO DENEME PAKETİ";"Harman – menşe belirtilmemiş";"1000";"1700";"1700";"Stokta";"https://coffeerem.com/product/espresso-deneme-paketi/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"FİLTRE DENEME PAKETİ";"Etiyopya | Kolombiya | Brezilya";"600";"1600";"2666.67";"Stokta";"https://coffeerem.com/product/filtre-deneme-paketi/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"House Ceremony Espresso Filtre";"Kolombiya";"16";"510";"31875";"Stokta";"https://coffeerem.com/product/house-ceremony-yeni-yil-ozer-seri/";"2026-08-11"
"Coffeerem Roastery";"Kısmi doğrulama";"Red Ceremony Espresso Filtre";"Harman – menşe belirtilmemiş";"60000";"500";"8.33";"Stokta";"https://coffeerem.com/product/red-ceremony-espressofiltre/";"2026-08-11"
"Coffy";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Brasil / Alta Mogiana";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/brasil-alta-mogiana/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Brasil / Amazon Espresso Blend";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/brasil-amazon-espresso-blend/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Brasil / Bukowski Espresso Blend";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/brasil-bukowski-espresso-blend/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Colombia / Medellin";"Kolombiya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/colombia-medellin/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Ethiopia / Africano Espresso Blend";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/ethiopia-africano-espresso-blend/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Ethiopia / Chelelektu";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/ethiopia-chelelektu/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Ethiopia / Cross Espresso Blend";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/ethiopia-cross-espresso-blend/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Ethiopia / Konga";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/ethiopia-konga/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Ethiopia / Lekempti";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/ethiopia-lekempti/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Guatemala / Huehuetenengo";"Guatemala";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/guatemala-huehuetenengo/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Kenya / Central";"Kenya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/kenya-central/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Kenya / Rift Valley";"Kenya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/kenya-rift-valley/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Tanzania / Kilimanjaro";"Tanzanya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/tanzania-kilimanjaro/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Tanzania / Mbinga";"Tanzanya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/tanzania-mbinga/";"2026-08-11"
"Collective Coffee Roasters";"Kısmi doğrulama";"Turkish Coffee";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Stokta";"https://collectivecoffeeroasters.com.tr/product/turkish-coffee/";"2026-08-11"
"Cup of Joy";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Daphne Coffee Co.";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Deal Coffee Co.";"Doğrulandı";"CEREMONY";"Kolombiya | Brezilya";"Erişilemedi";"540";"Erişilemedi";"Stokta";"https://deal.com.tr/products/ceremonyy";"2026-08-11"
"Deal Coffee Co.";"Doğrulandı";"CEREMONY";"Kolombiya | Brezilya";"Erişilemedi";"1944";"Erişilemedi";"Stokta";"https://deal.com.tr/products/ceremonyy";"2026-08-11"
"Deal Coffee Co.";"Doğrulandı";"Experimental Cold Brew";"Kolombiya | Hindistan";"Erişilemedi";"1100";"Erişilemedi";"Stokta";"https://deal.com.tr/products/experimental-cold-brew";"2026-08-11"
"Deal Coffee Co.";"Doğrulandı";"Ofis Kahvesi Bundle 1000gr x5";"Kolombiya";"1000";"7750";"7750";"Stokta";"https://deal.com.tr/products/ofis-kahvesi-bundle-1000gr-x5";"2026-08-11"
"Deal Coffee Co.";"Doğrulandı";"Orange Bourbon (Endonezya)";"Endonezya";"Erişilemedi";"850";"Erişilemedi";"Stokta";"https://deal.com.tr/products/endonezya-orange-bourbon";"2026-08-11"
"Depo Coffee Roasting";"Doğrulandı";"Online Sodexo ve Multinet &ouml;deme se&ccedil;enekleriyle Alışveriş Yapabilirsin!";"Panama";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.depocoffeeroasting.com/post/12-panama-kahvesinin-özellikleri";"2026-08-11"
"Depo Coffee Roasting";"Doğrulandı";"Online Sodexo ve Multinet &ouml;deme se&ccedil;enekleriyle Alışveriş Yapabilirsin!";"Menşe belirtilmemiş";"15";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.depocoffeeroasting.com/post/french-press-nasıl-demlenir";"2026-08-11"
"Depo Coffee Roasting";"Doğrulandı";"Online Sodexo ve Multinet &ouml;deme se&ccedil;enekleriyle Alışveriş Yapabilirsin!";"Menşe belirtilmemiş";"60000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.depocoffeeroasting.com/post/çin-in-kahve-üretimindeki-rolü";"2026-08-11"
"der Röster";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://derroster.com/der-roster";"2026-08-11"
"Edition Coffee Roastery";"Doğrulandı";"Edition Coffee Roastery";"Menşe belirtilmemiş";"Erişilemedi";"850";"Erişilemedi";"Belirsiz";"https://editioncoffee.com.tr/";"2026-08-11"
"Espressolab";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://espressolab.com/alisveris";"2026-08-11"
"Fam Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Federal Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"-MAILING LIST- &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/mailing-list";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"2 LB Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/subscription/p/subscription-blends-1";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"4LW COFFEE ABOUT &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/who-we-are";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"ABOUT &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/who";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"Books &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/books";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"BRAZIL Matas";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1/p/brazil-matas";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"burgaz &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/burgaz";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"BURUNDI: LONG MILES COFFEE PROJECT";"Burundi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/info-long-miles-coffee";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"Chicago Gallery &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"5";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/chicago-gallery";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"COFFEE TRIPS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/origin-coming-soon";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"coffees &mdash; COFFEES &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1/coffees";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"COFFEES &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"COLOMBIA Sidra de Luz";"Kolombiya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1/p/colombia-sidra-de-luz";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"COLOMBIA: LA PALMA Y EL TUCAN";"Kolombiya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/info-colombialapalma";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"COLOMBIA: MARIA BERCELIA MARTINEZ";"Kolombiya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/info-colombia-maria-bercelia";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"CONTACT US &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/contact-us";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"DECAF Ethiopia Aba Mecha";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1/p/decaf-ethiopia-aba-mecha";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"Description &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/description-foster";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"ECUADOR La Papaya Typica Mejorado";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1/p/ecuador-la-papaya-anaerobic-2629c-b4sxs-k754g";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"ETHIOPIA Aricha";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/store-1/p/ethiopia-kebena-4zs6l";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"ETHIOPIA: GESHA VILLAGE ESTATE";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/info-gesha-village";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"ETHIOPIA: HELEANNA GEORGALIS";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/info-ethiopia";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"FOUR LETTER WORD COFFEE ROASTERS | Chicago Specialty Coffee";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/home";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"Gallery Introduction &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/gallery-introduction-foster";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"Hero Image &mdash; FOUR LETTER WORD COFFEE ROASTERS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/hero-image-foster";"2026-08-11"
"Four Letter Word Coffee";"Doğrulandı";"HONDURAS: ROBERTO FIGUEROA";"Honduras";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.4lwcoffee.com/info-roberto-figueroa";"2026-08-11"
